schema_version,guard_id,guard_name,conditions,input_trades,kept_trades,skipped_trades,runner_target_hits,full_stops,runner_stop_exits,other_exits,positive_net_trades,positive_net_rate,net_usd,average_net_usd,average_net_usd_lower_bound,profit_factor,max_trade_sequence_drawdown_usd,unfiltered_net_usd,guard_net_improvement_usd,worst_day,worst_day_net_usd,long_trades,short_trades,notes
1,scaled_context_guard:none,none,none,1298,1298,0,632,376,175,115,709,0.54622496,27101.5,20.87942989,-0.22613812,1.06067074,-23636,27101.5,0,2026-04-13,-12012,552,746,fixed entry-known theory guard over all rows
1,scaled_context_guard:lookback_directional_move_points<=-2.5,lookback_fade_push,lookback_directional_move_points <= -2.5,1298,920,378,472,251,121,76,525,0.57065217,53247.5,57.87771739,32.98154939,1.1778236,-14205.5,27101.5,26146,2026-04-13,-8916,396,524,fixed entry-known theory guard over all rows
1,scaled_context_guard:lookback_directional_move_points<=-2.5&session_range_points>=30,lookback_fade_push_session_range_30,lookback_directional_move_points <= -2.5;session_range_points >= 30,1298,765,533,405,199,98,63,450,0.58823529,63832.5,83.44117647,56.37242037,1.26831088,-13993.5,27101.5,36731,2026-04-13,-8916,342,423,fixed entry-known theory guard over all rows
1,scaled_context_guard:lookback_directional_move_points<=-2.5&risk_to_average_bar_range<=2.5,lookback_fade_push_risk_avg_2.5,lookback_directional_move_points <= -2.5;risk_to_average_bar_range <= 2.5,1298,702,596,394,183,112,13,406,0.57834758,65073.5,92.69729345,64.14313114,1.2951052,-10461.5,27101.5,37972,2026-03-09,-5160,340,362,fixed entry-known theory guard over all rows
1,scaled_context_guard:lookback_directional_move_points<=-2.5&session_range_points>=30&risk_to_average_bar_range<=2.5,lookback_fade_push_session_range_30_risk_avg_2.5,lookback_directional_move_points <= -2.5;session_range_points >= 30;risk_to_average_bar_range <= 2.5,1298,603,695,345,152,93,13,357,0.5920398,67241.5,111.51160862,80.90798977,1.36711991,-10274,27101.5,40140,2026-03-09,-5160,303,300,fixed entry-known theory guard over all rows
1,scaled_context_guard:lookback_directional_move_points<=-2.5&session_range_points>=30&minutes_after_rth_open>=90,lookback_fade_push_session_range_30_after_90m,lookback_directional_move_points <= -2.5;session_range_points >= 30;minutes_after_rth_open >= 90,1298,646,652,345,161,77,63,390,0.60371517,65890.5,101.99767802,72.8585696,1.34181421,-11706,27101.5,38789,2026-04-13,-7602,293,353,fixed entry-known theory guard over all rows
