schema_version,context_id,outcome_id,event_key,signal_id,symbol,direction,entry_time,entry_bar_index,lookback_bars,lookback_bars_available,minutes_after_rth_open,entry_price,stop_price,first_target_price,runner_target_price,risk_points,first_target_points,runner_target_points,runner_reward_risk,signal_price_move,signal_delta_sum,signal_abs_delta_sum,lookback_range_points,average_bar_range_points,average_volume,average_trades,average_abs_delta,entry_bar_range_points,entry_open_price,entry_close_price,entry_bar_volume,entry_bar_trades,entry_bar_delta,risk_to_average_bar_range,runner_target_to_average_bar_range,signal_abs_delta_sum_to_average_abs_delta,entry_volume_to_average_volume,entry_trades_to_average_trades,entry_abs_delta_to_average_abs_delta,session_open_price,session_high_so_far,session_low_so_far,session_range_points,entry_position_in_session_range,continuation_edge_score,fade_edge_score,directional_open_distance_points,opening_range_high,opening_range_low,opening_range_points,entry_position_in_opening_range,opening_range_continuation_edge_score,opening_range_fade_edge_score,directional_opening_range_breakout_points,lookback_directional_move_points,lookback_efficiency_ratio,lookback_choppiness_score,session_bars_so_far,session_average_volume,session_average_trades,entry_volume_to_session_average_volume,entry_trades_to_session_average_trades,lookback_volume_to_session_average_volume,lookback_trades_to_session_average_trades,exit_reason,first_target_hit,net_usd,notes
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2805_short_10:runner_target_hit:2809:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2805_short_10:runner_target_hit:2809:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2805_short_10,ESU26-CME,short,2025-10-13 14:45:00.000000,2805,20,20,315,6865.25,6875.25,6860.25,6855.25,10,5,10,1,,223,223,19.5,3.7625,5301.7,4092.35,278.7,3.25,6867.25,6865.25,5243,4111,223,2.65780731,2.65780731,0.80014352,0.98892808,1.00455728,0.80014352,6842.25,6883.5,6833.75,49.75,0.63316583,0.36683417,0.63316583,-23,6866.75,6833.75,33,0.95454545,0.04545455,0.95454545,-31.5,-1.75,0.04142012,0.95857988,106,9444.12264151,7597.75471698,0.55516009,0.54108091,0.5613756,0.53862623,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2813_short_11:full_stop_hit:2823:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2813_short_11:full_stop_hit:2823:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2813_short_11,ESU26-CME,short,2025-10-13 15:09:00.000000,2813,20,20,339,6861.75,6871.75,6856.75,6851.75,10,5,10,1,,37,37,26.25,4.125,5843.25,4510.25,240.15,3.25,6862,6861.75,5523,4250,37,2.42424242,2.42424242,0.15407037,0.94519317,0.9422981,0.15407037,6842.25,6883.5,6833.75,49.75,0.56281407,0.43718593,0.56281407,-19.5,6866.75,6833.75,33,0.84848485,0.15151515,0.84848485,-28,11.5,0.27380952,0.72619048,114,9298.44736842,7464.52631579,0.59397013,0.56935964,0.62841136,0.60422454,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2825_short_12:end_of_session:2834:430.5:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2825_short_12:end_of_session:2834:430.5,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2825_short_12,ESU26-CME,short,2025-10-13 15:45:00.000000,2825,20,20,375,6868.5,6878.5,6863.5,6858.5,10,5,10,1,,13,13,18.75,4.4125,6816.2,5183.6,447.3,4,6870.5,6868.5,9073,6323,13,2.26628895,2.26628895,0.02906327,1.33109357,1.21980863,0.02906327,6842.25,6883.5,6833.75,49.75,0.69849246,0.30150754,0.69849246,-26.25,6866.75,6833.75,33,1.0530303,-0.0530303,1.0530303,-34.75,-3.25,0.07027027,0.92972973,126,9057.38888889,7232.11111111,1.00172358,0.8742952,0.75255684,0.71674784,end_of_session,true,430.5,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2851_short_0:full_stop_hit:2854:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2851_short_0:full_stop_hit:2854:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2851_short_0,ESU26-CME,short,2025-10-14 10:18:00.000000,2851,20,16,48,6821.5,6831.5,6816.5,6811.5,10,5,10,1,,952,952,55.75,11.359375,21691.875,18043.9375,619.375,7.5,6818.5,6821.5,20160,15820,952,0.88033012,0.88033012,1.5370333,0.92938024,0.87674877,1.5370333,6806,6825.25,6765.25,60,0.9375,0.0625,0.9375,-15.5,6808.5,6765.25,43.25,1.30057803,-0.30057803,1.30057803,-56.25,-17.5,0.18518519,0.81481481,17,21601.76470588,17913.11764706,0.93325709,0.88315168,1.00417143,1.00730302,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2856_short_1:full_stop_hit:2866:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2856_short_1:full_stop_hit:2866:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2856_short_1,ESU26-CME,short,2025-10-14 10:33:00.000000,2856,20,20,63,6830,6840,6825,6820,10,5,10,1,,376,376,68.5,10.2125,19696.1,16218.35,601.4,7,6828.75,6830,11798,9401,376,0.97919217,0.97919217,0.62520785,0.59900183,0.57965206,0.62520785,6806,6833.75,6765.25,68.5,0.94525547,0.05474453,0.94525547,-24,6808.5,6765.25,43.25,1.49710983,-0.49710983,1.49710983,-64.75,-40,0.41237113,0.58762887,22,19947.81818182,16429.86363636,0.59144313,0.57218978,0.98738117,0.98712627,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2862_short_2:full_stop_hit:2866:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2862_short_2:full_stop_hit:2866:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2862_short_2,ESU26-CME,short,2025-10-14 10:51:00.000000,2862,20,20,81,6829.5,6839.5,6824.5,6819.5,10,5,10,1,,190,190,63.25,8.075,14751.1,12137.75,426,9,6834,6829.5,12880,10326,190,1.23839009,1.23839009,0.44600939,0.87315522,0.85073428,0.44600939,6806,6838.25,6765.25,73,0.88013699,0.11986301,0.88013699,-23.5,6808.5,6765.25,43.25,1.48554913,-0.48554913,1.48554913,-64.25,-37.25,0.53405018,0.46594982,28,18083.64285714,14850.96428571,0.71224587,0.69530839,0.81571507,0.81730383,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2875_short_3:full_stop_hit:2877:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2875_short_3:full_stop_hit:2877:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2875_short_3,ESU26-CME,short,2025-10-14 11:30:00.000000,2875,20,20,120,6833.75,6843.75,6828.75,6823.75,10,5,10,1,,1192,1192,21.25,6.375,10750.05,8656.15,481.95,5.25,6831.75,6833.75,8704,6672,1192,1.56862745,1.56862745,2.47328561,0.80967065,0.77078147,2.47328561,6806,6846.25,6765.25,81,0.84567901,0.15432099,0.84567901,-27.75,6808.5,6765.25,43.25,1.58381503,-0.58381503,1.58381503,-68.5,-5.25,0.09589041,0.90410959,41,15435.97560976,12625.53658537,0.56387754,0.52845279,0.69642828,0.6856065,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2897_short_4:full_stop_hit:2900:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2897_short_4:full_stop_hit:2900:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2897_short_4,ESU26-CME,short,2025-10-14 12:36:00.000000,2897,20,20,186,6877.25,6887.25,6872.25,6867.25,10,5,10,1,,531,531,44.25,7.2,11195,9039.25,501.6,4.5,6876.25,6877.25,8615,6305,531,1.38888889,1.38888889,1.05861244,0.76953997,0.69751362,1.05861244,6806,6880.5,6765.25,115.25,0.97180043,0.02819957,0.97180043,-71.25,6808.5,6765.25,43.25,2.58959538,-1.58959538,2.58959538,-112,-34,0.45945946,0.54054054,63,13863.36507937,11291.9047619,0.621422,0.55836461,0.807524,0.80050711,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2902_short_5:runner_target_hit:2905:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2902_short_5:runner_target_hit:2905:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2902_short_5,ESU26-CME,short,2025-10-14 12:51:00.000000,2902,20,20,201,6888.75,6898.75,6883.75,6878.75,10,5,10,1,,478,478,39.5,6.1125,9923.05,7809.45,626.15,6.25,6886.25,6888.75,14662,10098,478,1.63599182,1.63599182,0.76339535,1.4775699,1.29304881,0.76339535,6806,6892.25,6765.25,127,0.97244094,0.02755906,0.97244094,-82.75,6808.5,6765.25,43.25,2.85549133,-1.85549133,2.85549133,-123.5,-24.5,0.37984496,0.62015504,68,13669.97058824,11052.22058824,1.07256997,0.91366255,0.72590134,0.70659556,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2907_short_6:full_stop_hit:2921:-1032:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2907_short_6:full_stop_hit:2921:-1032,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2907_short_6,ESU26-CME,short,2025-10-14 13:06:00.000000,2907,20,20,216,6883.75,6893.75,6878.75,6873.75,10,5,10,1,,205,205,42.5,6.4625,10866.6,8339.8,759.5,4,6882.75,6883.75,6917,5478,205,1.54738878,1.54738878,0.26991442,0.63653765,0.65685028,0.26991442,6806,6892.25,6765.25,127,0.93307087,0.06692913,0.93307087,-77.75,6808.5,6765.25,43.25,2.73988439,-1.73988439,2.73988439,-118.5,-33.5,0.4962963,0.5037037,73,13549.97260274,10906.71232877,0.51048074,0.50225951,0.80196472,0.76464839,full_stop_hit,false,-1032,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2913_short_7:runner_target_hit:2956:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2913_short_7:runner_target_hit:2956:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2913_short_7,ESU26-CME,short,2025-10-14 13:24:00.000000,2913,20,20,234,6888.75,6898.75,6883.75,6878.75,10,5,10,1,,746,746,25.25,5.3625,9582.05,7268.6,583.45,5.5,6887,6888.75,7018,5271,746,1.86480186,1.86480186,1.27860142,0.73241112,0.72517404,1.27860142,6806,6892.25,6765.25,127,0.97244094,0.02755906,0.97244094,-82.75,6808.5,6765.25,43.25,2.85549133,-1.85549133,2.85549133,-123.5,-18.5,0.3627451,0.6372549,79,13017.16455696,10471.13924051,0.53913431,0.50338362,0.73610885,0.69415561,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2927_short_8:runner_target_hit:2957:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2927_short_8:runner_target_hit:2957:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2927_short_8,ESU26-CME,short,2025-10-14 14:06:00.000000,2927,20,20,276,6883.25,6893.25,6878.25,6873.25,10,5,10,1,,142,142,14.5,4.6,7293.85,5632.5,329.55,3.25,6884.25,6883.25,5348,4420,142,2.17391304,2.17391304,0.43089061,0.73322045,0.78473147,0.43089061,6806,6894.5,6765.25,129.25,0.91295938,0.08704062,0.91295938,-77.25,6808.5,6765.25,43.25,2.7283237,-1.7283237,2.7283237,-118,0.5,0.01190476,0.98809524,93,12187.69892473,9761.09677419,0.43880309,0.45281797,0.59845998,0.57703557,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2935_short_9:runner_target_hit:2957:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2935_short_9:runner_target_hit:2957:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2935_short_9,ESU26-CME,short,2025-10-14 14:30:00.000000,2935,20,20,300,6886.5,6896.5,6881.5,6876.5,10,5,10,1,,162,162,14.5,4.4375,7190.9,5565.75,319.3,3.75,6887,6886.5,9222,7262,162,2.25352113,2.25352113,0.50735985,1.28245421,1.30476575,0.50735985,6806,6894.5,6765.25,129.25,0.93810445,0.06189555,0.93810445,-80.5,6808.5,6765.25,43.25,2.80346821,-1.80346821,2.80346821,-121.25,0.5,0.01282051,0.98717949,101,11768.69306931,9418.45544554,0.78360443,0.77103937,0.61101942,0.59094084,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2942_short_10:runner_target_hit:2957:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2942_short_10:runner_target_hit:2957:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2942_short_10,ESU26-CME,short,2025-10-14 14:51:00.000000,2942,20,20,321,6885.25,6895.25,6880.25,6875.25,10,5,10,1,,230,230,14,3.925,6641.1,5233.4,275.4,3.75,6886,6885.25,5624,4374,230,2.5477707,2.5477707,0.83514887,0.84684766,0.83578553,0.83514887,6806,6894.5,6765.25,129.25,0.92843327,0.07156673,0.92843327,-79.25,6808.5,6765.25,43.25,2.77456647,-1.77456647,2.77456647,-120,3.75,0.14563107,0.85436893,108,11431.94444444,9138.16666667,0.49195481,0.47865181,0.5809248,0.57269693,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2953_short_11:runner_target_hit:2957:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2953_short_11:runner_target_hit:2957:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2953_short_11,ESU26-CME,short,2025-10-14 15:24:00.000000,2953,20,20,354,6887.25,6897.25,6882.25,6877.25,10,5,10,1,,567,567,9.25,3.625,6324.3,4858.95,323.7,2,6887.5,6887.25,5385,3669,567,2.75862069,2.75862069,1.75162187,0.85147763,0.75510141,1.75162187,6806,6894.5,6765.25,129.25,0.94390716,0.05609284,0.94390716,-81.25,6808.5,6765.25,43.25,2.82080925,-1.82080925,2.82080925,-122,-3.5,0.109375,0.890625,119,10912.65546218,8698.05882353,0.49346376,0.42181826,0.57953814,0.55862464,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
1,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-15_2976_long_0:runner_target_hit:2977:718:scaled_context:20,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-15_2976_long_0:runner_target_hit:2977:718,,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-15_2976_long_0,ESU26-CME,long,2025-10-15 09:48:00.000000,2976,20,6,18,6902,6892,6907,6912,10,5,10,1,,-246,246,16.5,9,18957.5,14943,467.16666667,8.25,6903.25,6902,21794,17292,-246,1.11111111,1.11111111,0.52657867,1.14962416,1.15719735,0.52657867,6904,6914.5,6896.25,18.25,0.31506849,0.31506849,0.68493151,-2,6922,6896.25,25.75,0.22330097,0.22330097,0.77669903,-20,-1.75,0.13207547,0.86792453,7,19362.71428571,15278.57142857,1.12556534,1.13178121,0.97907244,0.97803647,runner_target_hit,true,718,pre-entry normalized context and session-regime state for fixed scaled-scalp outcome row
