schema_version,rank,pass_count,score,first_target_points,stop_points,runner_target_points,runner_stop_mode,guard_name,guard_rules,trades,net_usd,average_net_usd,profit_factor,max_drawdown_usd,drawdown_to_net,worst_day,worst_day_net_usd,min_robustness_net_usd,min_robustness_average_net_usd,max_robustness_negative_window_rate,worst_guarded_window_loss_usd,failed_gates,robustness_windows
1,1,11,11862.58673231,6,12,15,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,60277,145.59661836,1.38073371,-8794,0.14589313,2025-10-14,-4928,49283,160.05163043,0.25,5290,minimum_fixed_guard_trades,"20/5/5:trades=368,net=58899,avg=160.05163043,neg_rate=0.25,worst=-5290,base_net=36493 | 40/5/5:trades=307,net=54851,avg=178.66775244,neg_rate=0.21428571,worst=-5290,base_net=34856.5 | 40/10/10:trades=307,net=54851,avg=178.66775244,neg_rate=0.21428571,worst=-4272,base_net=34856.5 | 60/10/10:trades=285,net=50455,avg=177.03508772,neg_rate=0.16666667,worst=-4272,base_net=32447.5 | 80/10/10:trades=256,net=49283,avg=192.51171875,neg_rate=0.1,worst=-1262,base_net=20584.5"
1,2,11,11855.71624393,6,12,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,59352,143.36231884,1.39611308,-8580,0.14456126,2025-10-14,-4928,52708,162.83695652,0.21428571,3940,minimum_fixed_guard_trades,"20/5/5:trades=368,net=59924,avg=162.83695652,neg_rate=0.1875,worst=-3940,base_net=52430.5 | 40/5/5:trades=307,net=56776,avg=184.93811075,neg_rate=0.14285714,worst=-3940,base_net=48719 | 40/10/10:trades=307,net=56776,avg=184.93811075,neg_rate=0.21428571,worst=-3072,base_net=48719 | 60/10/10:trades=285,net=54180,avg=190.10526316,neg_rate=0.16666667,worst=-3072,base_net=45097.5 | 80/10/10:trades=256,net=52708,avg=205.890625,neg_rate=0.1,worst=-2312,base_net=27784.5"
1,3,11,11847.0001783,6,12,10,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,58352,140.9468599,1.40844439,-7452,0.1277077,2025-10-14,-4928,50108,154.14130435,0.21428571,3740,minimum_fixed_guard_trades,"20/5/5:trades=368,net=56724,avg=154.14130435,neg_rate=0.15625,worst=-3740,base_net=53668 | 40/5/5:trades=307,net=53576,avg=174.51465798,neg_rate=0.14285714,worst=-3740,base_net=49169 | 40/10/10:trades=307,net=53576,avg=174.51465798,neg_rate=0.21428571,worst=-3012,base_net=49169 | 60/10/10:trades=285,net=51080,avg=179.22807018,neg_rate=0.16666667,worst=-3012,base_net=45372.5 | 80/10/10:trades=256,net=50108,avg=195.734375,neg_rate=0.1,worst=-3012,base_net=32059.5"
1,4,11,11752.10396855,5,12,15,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,52427,126.6352657,1.33732901,-9020,0.17204875,2025-10-14,-4928,43683,143.20380435,0.28571429,4990,minimum_fixed_guard_trades,"20/5/5:trades=368,net=52699,avg=143.20380435,neg_rate=0.25,worst=-4990,base_net=23068 | 40/5/5:trades=307,net=49101,avg=159.93811075,neg_rate=0.21428571,worst=-4990,base_net=23431.5 | 40/10/10:trades=307,net=49101,avg=159.93811075,neg_rate=0.28571429,worst=-4022,base_net=23431.5 | 60/10/10:trades=285,net=44705,avg=156.85964912,neg_rate=0.25,worst=-4022,base_net=22335 | 80/10/10:trades=256,net=43683,avg=170.63671875,neg_rate=0.2,worst=-912,base_net=12822"
1,5,11,11745.51149325,5,12,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,51502,124.40096618,1.35363509,-9470,0.18387635,2025-10-14,-4928,47108,145.98913043,0.21428571,3640,minimum_fixed_guard_trades,"20/5/5:trades=368,net=53724,avg=145.98913043,neg_rate=0.1875,worst=-3640,base_net=39005.5 | 40/5/5:trades=307,net=51026,avg=166.20846906,neg_rate=0.14285714,worst=-3640,base_net=37294 | 40/10/10:trades=307,net=51026,avg=166.20846906,neg_rate=0.21428571,worst=-2822,base_net=37294 | 60/10/10:trades=285,net=48430,avg=169.92982456,neg_rate=0.16666667,worst=-2822,base_net=34985 | 80/10/10:trades=256,net=47108,avg=184.015625,neg_rate=0.1,worst=-1962,base_net=20022"
1,6,11,11737.10041038,5,12,10,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,50502,121.98550725,1.36698301,-6702,0.13270762,2025-10-14,-4928,44508,137.29347826,0.21428571,3440,minimum_fixed_guard_trades,"20/5/5:trades=368,net=50524,avg=137.29347826,neg_rate=0.1875,worst=-3440,base_net=40243 | 40/5/5:trades=307,net=47826,avg=155.78501629,neg_rate=0.14285714,worst=-3440,base_net=37744 | 40/10/10:trades=307,net=47826,avg=155.78501629,neg_rate=0.21428571,worst=-2722,base_net=37744 | 60/10/10:trades=285,net=45330,avg=159.05263158,neg_rate=0.16666667,worst=-2722,base_net=35260 | 80/10/10:trades=256,net=44508,avg=173.859375,neg_rate=0.1,worst=-2662,base_net=24297"
1,7,11,11708.48060881,6,10,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,550,55112.5,100.20454545,1.2786112,-17420,0.31608074,2025-10-14,-5324,50968.5,135.86082474,0.21428571,5336,maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=485,net=65892.5,avg=135.86082474,neg_rate=0.1875,worst=-5336,base_net=26193 | 40/5/5:trades=415,net=62832.5,avg=151.40361446,neg_rate=0.17857143,worst=-5336,base_net=27106.5 | 40/10/10:trades=415,net=62832.5,avg=151.40361446,neg_rate=0.21428571,worst=-2664,base_net=27106.5 | 60/10/10:trades=381,net=54620.5,avg=143.36089239,neg_rate=0.16666667,worst=-2664,base_net=33922.5 | 80/10/10:trades=342,net=50968.5,avg=149.03070175,neg_rate=0.1,worst=-1047.5,base_net=29559.5"
1,8,11,11692.36693558,6,10,10,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,550,52625,95.68181818,1.27440368,-14720,0.27971496,2025-10-14,-5424,48481,127.63917526,0.21428571,6136,maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=485,net=61905,avg=127.63917526,neg_rate=0.1875,worst=-6136,base_net=28580.5 | 40/5/5:trades=415,net=59345,avg=143,neg_rate=0.17857143,worst=-6136,base_net=28306.5 | 40/10/10:trades=415,net=59345,avg=143,neg_rate=0.21428571,worst=-2864,base_net=28306.5 | 60/10/10:trades=381,net=51033,avg=133.94488189,neg_rate=0.16666667,worst=-2864,base_net=35447.5 | 80/10/10:trades=342,net=48481,avg=141.75730994,neg_rate=0.1,worst=-2547.5,base_net=31984.5"
1,9,10,10837.20881693,6,12,20,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,59102,142.75845411,1.35191073,-8056,0.13630672,2025-10-14,-4928,45358,151.28804348,0.35714286,3540,minimum_fixed_guard_trades;maximum_robustness_negative_window_rate,"20/5/5:trades=368,net=55674,avg=151.28804348,neg_rate=0.34375,worst=-3540,base_net=28830.5 | 40/5/5:trades=307,net=47326,avg=154.15635179,neg_rate=0.32142857,worst=-3540,base_net=24919 | 40/10/10:trades=307,net=47326,avg=154.15635179,neg_rate=0.35714286,worst=-2464,base_net=24919 | 60/10/10:trades=285,net=48430,avg=169.92982456,neg_rate=0.33333333,worst=-2357.5,base_net=31822.5 | 80/10/10:trades=256,net=45358,avg=177.1796875,neg_rate=0.3,worst=-2357.5,base_net=21597"
1,10,10,10732.25973212,6,10,10,initial,base,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.5,780,60202.5,77.18269231,1.22142023,-17063.5,0.28343507,2026-03-26,-5392,61167.5,103.41968162,0.25,6920,minimum_fixed_guard_profit_factor;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=691,net=71463,avg=103.41968162,neg_rate=0.21875,worst=-6920,base_net=28580.5 | 40/5/5:trades=586,net=68823,avg=117.44539249,neg_rate=0.17857143,worst=-6920,base_net=28306.5 | 40/10/10:trades=586,net=68823,avg=117.44539249,neg_rate=0.21428571,worst=-4616,base_net=28306.5 | 60/10/10:trades=535,net=61167.5,avg=114.3317757,neg_rate=0.25,worst=-4616,base_net=35447.5 | 80/10/10:trades=473,net=62739,avg=132.64059197,neg_rate=0.2,worst=-3595.5,base_net=31984.5"
1,11,10,10726.7961808,6,12,8,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,49777,120.23429952,1.3626396,-8252,0.16577938,2025-10-14,-4928,42733,135.1875,0.21428571,4740,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=49749,avg=135.1875,neg_rate=0.125,worst=-4740,base_net=43818 | 40/5/5:trades=307,net=47201,avg=153.74918567,neg_rate=0.10714286,worst=-4740,base_net=38769 | 40/10/10:trades=307,net=47201,avg=153.74918567,neg_rate=0.21428571,worst=-4072,base_net=38769 | 60/10/10:trades=285,net=43005,avg=150.89473684,neg_rate=0.16666667,worst=-4072,base_net=35122.5 | 80/10/10:trades=256,net=42733,avg=166.92578125,neg_rate=0.1,worst=-1712,base_net=25772"
1,12,10,10721.16526597,5,12,20,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,51252,123.79710145,1.30782722,-7644,0.1491454,2025-10-14,-4928,39758,134.44021739,0.375,3240,minimum_fixed_guard_trades;maximum_robustness_negative_window_rate,"20/5/5:trades=368,net=49474,avg=134.44021739,neg_rate=0.375,worst=-3240,base_net=15405.5 | 40/5/5:trades=307,net=41576,avg=135.4267101,neg_rate=0.35714286,worst=-3240,base_net=13494 | 40/10/10:trades=307,net=41576,avg=135.4267101,neg_rate=0.35714286,worst=-2857.5,base_net=13494 | 60/10/10:trades=285,net=42680,avg=149.75438596,neg_rate=0.33333333,worst=-2857.5,base_net=21710 | 80/10/10:trades=256,net=39758,avg=155.3046875,neg_rate=0.3,worst=-2857.5,base_net=13834.5"
1,13,10,10702.34530461,6,10,12,initial,base,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.5,780,59027.5,75.67628205,1.21028042,-18695.5,0.31672526,2026-03-26,-5392,61064,102.58755427,0.21875,6620,minimum_fixed_guard_profit_factor;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=691,net=70888,avg=102.58755427,neg_rate=0.21875,worst=-6620,base_net=26193 | 40/5/5:trades=586,net=69448,avg=118.51194539,neg_rate=0.17857143,worst=-6620,base_net=27106.5 | 40/10/10:trades=586,net=69448,avg=118.51194539,neg_rate=0.14285714,worst=-4116,base_net=27106.5 | 60/10/10:trades=535,net=61192.5,avg=114.37850467,neg_rate=0.16666667,worst=-4116,base_net=33922.5 | 80/10/10:trades=473,net=61064,avg=129.09936575,neg_rate=0.1,worst=-2495.5,base_net=29559.5"
1,14,10,10670.93213794,6,10,10,initial,after90_trades04,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.5; minutes_after_rth_open >= 90; entry_trades_to_session_average_trades >= 0.4,581,53970.5,92.89242685,1.27435675,-17860.5,0.33093079,2026-03-26,-5392,58311.5,129.65377176,0.25,7232,maximum_fixed_guard_drawdown_to_net_ratio;maximum_worst_guarded_window_loss_usd,"20/5/5:trades=517,net=67031,avg=129.65377176,neg_rate=0.1875,worst=-7232,base_net=28580.5 | 40/5/5:trades=433,net=67719,avg=156.39491917,neg_rate=0.14285714,worst=-7232,base_net=28306.5 | 40/10/10:trades=433,net=67719,avg=156.39491917,neg_rate=0.21428571,worst=-4664,base_net=28306.5 | 60/10/10:trades=393,net=58311.5,avg=148.37531807,neg_rate=0.25,worst=-4664,base_net=35447.5 | 80/10/10:trades=349,net=61507,avg=176.23782235,neg_rate=0.2,worst=-3915.5,base_net=31984.5"
1,15,10,10639.63045558,4,12,15,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,44477,107.43236715,1.29142696,-9470,0.21291904,2025-10-14,-4928,38355,123.91032609,0.28571429,5590,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=45599,avg=123.91032609,neg_rate=0.28125,worst=-5590,base_net=20968 | 40/5/5:trades=307,net=42651,avg=138.92833876,neg_rate=0.25,worst=-5590,base_net=19681.5 | 40/10/10:trades=307,net=42651,avg=138.92833876,neg_rate=0.28571429,worst=-4672,base_net=19681.5 | 60/10/10:trades=285,net=38355,avg=134.57894737,neg_rate=0.25,worst=-4672,base_net=19335 | 80/10/10:trades=256,net=38383,avg=149.93359375,neg_rate=0.2,worst=-1462,base_net=10272"
1,16,10,10633.03097742,4,12,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,43552,105.19806763,1.3077097,-9920,0.2277737,2025-10-14,-4928,41808,126.69565217,0.21428571,4240,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=46624,avg=126.69565217,neg_rate=0.1875,worst=-4240,base_net=36905.5 | 40/5/5:trades=307,net=44576,avg=145.19869707,neg_rate=0.14285714,worst=-4240,base_net=33544 | 40/10/10:trades=307,net=44576,avg=145.19869707,neg_rate=0.21428571,worst=-3472,base_net=33544 | 60/10/10:trades=285,net=42080,avg=147.64912281,neg_rate=0.16666667,worst=-3472,base_net=31985 | 80/10/10:trades=256,net=41808,avg=163.3125,neg_rate=0.1,worst=-2512,base_net=17472"
1,17,10,10627.38807672,6,10,10,initial,after120_trades04_risk275,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.75; minutes_after_rth_open >= 120; entry_trades_to_session_average_trades >= 0.4,514,47377,92.17315175,1.26941175,-14139.5,0.2984465,2026-03-26,-5392,48960,125.2871179,0.33333333,6968,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=458,net=57381.5,avg=125.2871179,neg_rate=0.21875,worst=-6968,base_net=28580.5 | 40/5/5:trades=379,net=53959.5,avg=142.37335092,neg_rate=0.21428571,worst=-6968,base_net=28306.5 | 40/10/10:trades=379,net=53959.5,avg=142.37335092,neg_rate=0.28571429,worst=-3564,base_net=28306.5 | 60/10/10:trades=345,net=48960,avg=141.91304348,neg_rate=0.33333333,worst=-3564,base_net=35447.5 | 80/10/10:trades=306,net=53895.5,avg=176.12908497,neg_rate=0.2,worst=-3123.5,base_net=31984.5"
1,18,10,10624.67294328,4,12,10,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,42552,102.7826087,1.32123445,-6592,0.15491634,2025-10-14,-4928,38980,118,0.21428571,4040,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=43424,avg=118,neg_rate=0.1875,worst=-4040,base_net=38143 | 40/5/5:trades=307,net=41376,avg=134.7752443,neg_rate=0.14285714,worst=-4040,base_net=33994 | 40/10/10:trades=307,net=41376,avg=134.7752443,neg_rate=0.21428571,worst=-3372,base_net=33994 | 60/10/10:trades=285,net=38980,avg=136.77192982,neg_rate=0.16666667,worst=-3372,base_net=32260 | 80/10/10:trades=256,net=39208,avg=153.15625,neg_rate=0.1,worst=-3212,base_net=21747"
1,19,10,10616.47622579,5,12,8,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,41927,101.27294686,1.3197776,-7502,0.17893005,2025-10-14,-4928,37133,118.33967391,0.21428571,4440,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=43549,avg=118.33967391,neg_rate=0.125,worst=-4440,base_net=30393 | 40/5/5:trades=307,net=41451,avg=135.01954397,neg_rate=0.10714286,worst=-4440,base_net=27344 | 40/10/10:trades=307,net=41451,avg=135.01954397,neg_rate=0.21428571,worst=-3822,base_net=27344 | 60/10/10:trades=285,net=37255,avg=130.71929825,neg_rate=0.16666667,worst=-3822,base_net=25010 | 80/10/10:trades=256,net=37133,avg=145.05078125,neg_rate=0.1,worst=-1362,base_net=18009.5"
1,20,10,10607.60997204,3,12,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,41352,99.88405797,1.31401971,-8420,0.20361772,2026-03-09,-3696,40380,119.22282609,0.21428571,4090,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=43874,avg=119.22282609,neg_rate=0.1875,worst=-4090,base_net=31093 | 40/5/5:trades=307,net=41926,avg=136.56677524,neg_rate=0.14285714,worst=-4090,base_net=29656.5 | 40/10/10:trades=307,net=41926,avg=136.56677524,neg_rate=0.21428571,worst=-3372,base_net=29656.5 | 60/10/10:trades=285,net=40380,avg=141.68421053,neg_rate=0.16666667,worst=-3372,base_net=28047.5 | 80/10/10:trades=256,net=40408,avg=157.84375,neg_rate=0.1,worst=-1562,base_net=14347"
1,21,10,10605.46596852,5,10,10,initial,after90_trades04,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.5; minutes_after_rth_open >= 90; entry_trades_to_session_average_trades >= 0.4,581,48670.5,83.77022375,1.26197711,-17473,0.35900597,2026-03-26,-4692,53924,121.07059961,0.25,6332,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=517,net=62593.5,avg=121.07059961,neg_rate=0.1875,worst=-6332,base_net=16793 | 40/5/5:trades=433,net=62431.5,avg=144.18360277,neg_rate=0.14285714,worst=-6332,base_net=17919 | 40/10/10:trades=433,net=62431.5,avg=144.18360277,neg_rate=0.21428571,worst=-4614,base_net=17919 | 60/10/10:trades=393,net=53924,avg=137.21119593,neg_rate=0.25,worst=-4614,base_net=25522.5 | 80/10/10:trades=349,net=57719.5,avg=165.38538682,neg_rate=0.2,worst=-3265.5,base_net=25059.5"
1,22,10,10600.57071216,3,12,10,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,40352,97.46859903,1.33194038,-6642,0.16460151,2026-03-09,-3696,37280,110.52717391,0.21428571,3890,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=40674,avg=110.52717391,neg_rate=0.1875,worst=-3890,base_net=32330.5 | 40/5/5:trades=307,net=38726,avg=126.14332248,neg_rate=0.14285714,worst=-3890,base_net=30106.5 | 40/10/10:trades=307,net=38726,avg=126.14332248,neg_rate=0.21428571,worst=-3272,base_net=30106.5 | 60/10/10:trades=285,net=37280,avg=130.80701754,neg_rate=0.16666667,worst=-3272,base_net=28322.5 | 80/10/10:trades=256,net=37808,avg=147.6875,neg_rate=0.1,worst=-2262,base_net=18622"
1,23,10,10589.35081808,5,10,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,550,48262.5,87.75,1.25399778,-18970,0.39305879,2025-10-14,-5374,47918.5,125.44845361,0.21428571,5936,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=485,net=60842.5,avg=125.44845361,neg_rate=0.1875,worst=-5936,base_net=14405.5 | 40/5/5:trades=415,net=58582.5,avg=141.1626506,neg_rate=0.17857143,worst=-5936,base_net=16719 | 40/10/10:trades=415,net=58582.5,avg=141.1626506,neg_rate=0.21428571,worst=-2664,base_net=16719 | 60/10/10:trades=381,net=51020.5,avg=133.91207349,neg_rate=0.16666667,worst=-2664,base_net=23997.5 | 80/10/10:trades=342,net=47918.5,avg=140.1125731,neg_rate=0.1,worst=-2047.5,base_net=22634.5"
1,24,10,10573.97623556,5,10,10,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,550,45775,83.22727273,1.25057546,-16270,0.35543419,2025-10-14,-5474,45431,117.22680412,0.21428571,6736,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=485,net=56855,avg=117.22680412,neg_rate=0.1875,worst=-6736,base_net=16793 | 40/5/5:trades=415,net=55095,avg=132.75903614,neg_rate=0.17857143,worst=-6736,base_net=17919 | 40/10/10:trades=415,net=55095,avg=132.75903614,neg_rate=0.21428571,worst=-3547.5,base_net=17919 | 60/10/10:trades=381,net=47433,avg=124.49606299,neg_rate=0.16666667,worst=-3547.5,base_net=25522.5 | 80/10/10:trades=342,net=45431,avg=132.83918129,neg_rate=0.1,worst=-3547.5,base_net=25059.5"
1,25,10,10569.49229197,5,10,10,initial,after120_trades04_risk275,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.75; minutes_after_rth_open >= 120; entry_trades_to_session_average_trades >= 0.4,514,43927,85.46108949,1.26667921,-14852,0.3381064,2026-03-26,-4692,47272.5,119.20087336,0.33333333,6018,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=458,net=54594,avg=119.20087336,neg_rate=0.21875,worst=-6018,base_net=16793 | 40/5/5:trades=379,net=50972,avg=134.49076517,neg_rate=0.21428571,worst=-6018,base_net=17919 | 40/10/10:trades=379,net=50972,avg=134.49076517,neg_rate=0.28571429,worst=-3564,base_net=17919 | 60/10/10:trades=345,net=47272.5,avg=137.02173913,neg_rate=0.33333333,worst=-3564,base_net=25522.5 | 80/10/10:trades=306,net=52608,avg=171.92156863,neg_rate=0.2,worst=-2323.5,base_net=25059.5"
1,26,10,10566.68782739,3,10,12,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,550,43412.5,78.93181818,1.26221374,-13570,0.31258278,2026-03-09,-4128,42118.5,106.78865979,0.21428571,5186,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=485,net=51792.5,avg=106.78865979,neg_rate=0.1875,worst=-5186,base_net=6805.5 | 40/5/5:trades=415,net=49782.5,avg=119.95783133,neg_rate=0.17857143,worst=-5186,base_net=9281.5 | 40/10/10:trades=415,net=49782.5,avg=119.95783133,neg_rate=0.21428571,worst=-2964,base_net=9281.5 | 60/10/10:trades=381,net=43820.5,avg=115.0144357,neg_rate=0.16666667,worst=-2964,base_net=15910 | 80/10/10:trades=342,net=42118.5,avg=123.15350877,neg_rate=0.1,worst=-1747.5,base_net=14809.5"
1,27,10,10556.32926015,5,10,10,initial,sr35_after90_trades04,lookback_directional_move_points <= -2.5; session_range_points >= 35; risk_to_average_bar_range <= 2.5; minutes_after_rth_open >= 90; entry_trades_to_session_average_trades >= 0.4,549,44444.5,80.95537341,1.25303235,-16109,0.36245205,2026-03-26,-4692,52500,119.61042945,0.21875,6332,minimum_fixed_guard_net_usd;maximum_fixed_guard_drawdown_to_net_ratio,"20/5/5:trades=489,net=58489.5,avg=119.61042945,neg_rate=0.21875,worst=-6332,base_net=16793 | 40/5/5:trades=413,net=59571.5,avg=144.2409201,neg_rate=0.17857143,worst=-6332,base_net=17919 | 40/10/10:trades=413,net=59571.5,avg=144.2409201,neg_rate=0.14285714,worst=-4614,base_net=17919 | 60/10/10:trades=375,net=52500,avg=140,neg_rate=0.16666667,worst=-4614,base_net=25522.5 | 80/10/10:trades=332,net=55263.5,avg=166.4563253,neg_rate=0.1,worst=-3265.5,base_net=25059.5"
1,28,10,10503.34377043,4,12,8,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,33977,82.07004831,1.27167907,-7720,0.22721253,2025-10-14,-4928,30905,99.04619565,0.21428571,5040,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=36449,avg=99.04619565,neg_rate=0.1875,worst=-5040,base_net=28293 | 40/5/5:trades=307,net=35001,avg=114.00977199,neg_rate=0.14285714,worst=-5040,base_net=23594 | 40/10/10:trades=307,net=35001,avg=114.00977199,neg_rate=0.21428571,worst=-4472,base_net=23594 | 60/10/10:trades=285,net=30905,avg=108.43859649,neg_rate=0.16666667,worst=-4472,base_net=22010 | 80/10/10:trades=256,net=31833,avg=124.34765625,neg_rate=0.1,worst=-1912,base_net=15459.5"
1,29,10,10478.69386044,3,12,8,initial,risk175,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 1.75,414,31777,76.75603865,1.28055941,-6642,0.2090191,2026-03-09,-3696,29205,91.57336957,0.21428571,4890,minimum_fixed_guard_trades;minimum_fixed_guard_net_usd,"20/5/5:trades=368,net=33699,avg=91.57336957,neg_rate=0.1875,worst=-4890,base_net=22480.5 | 40/5/5:trades=307,net=32351,avg=105.37785016,neg_rate=0.14285714,worst=-4890,base_net=19706.5 | 40/10/10:trades=307,net=32351,avg=105.37785016,neg_rate=0.21428571,worst=-4372,base_net=19706.5 | 60/10/10:trades=285,net=29205,avg=102.47368421,neg_rate=0.16666667,worst=-4372,base_net=18072.5 | 80/10/10:trades=256,net=30433,avg=118.87890625,neg_rate=0.1,worst=-962,base_net=12334.5"
1,30,9,9663.4115397,6,12,12,initial,base,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.5,669,56329.5,84.19955157,1.21489802,-19089,0.33888105,2026-03-26,-6492,56870.5,113.02118644,0.21428571,7260,minimum_fixed_guard_profit_factor;maximum_fixed_guard_drawdown_to_net_ratio;maximum_worst_guarded_window_loss_usd,"20/5/5:trades=590,net=66682.5,avg=113.02118644,neg_rate=0.1875,worst=-7260,base_net=52430.5 | 40/5/5:trades=502,net=62398.5,avg=124.2998008,neg_rate=0.17857143,worst=-7260,base_net=48719 | 40/10/10:trades=502,net=62398.5,avg=124.2998008,neg_rate=0.21428571,worst=-3928,base_net=48719 | 60/10/10:trades=457,net=58351,avg=127.68271335,neg_rate=0.16666667,worst=-3928,base_net=45097.5 | 80/10/10:trades=406,net=56870.5,avg=140.07512315,neg_rate=0.1,worst=-2999,base_net=27784.5"
1,31,9,9632.7255487,6,12,10,initial,base,lookback_directional_move_points <= -2.5; session_range_points >= 30; risk_to_average_bar_range <= 2.5,669,53442,79.88340807,1.21193518,-16989,0.31789604,2026-03-26,-6492,54963.5,106.60169492,0.28571429,7360,minimum_fixed_guard_profit_factor;maximum_fixed_guard_drawdown_to_net_ratio;maximum_worst_guarded_window_loss_usd,"20/5/5:trades=590,net=62895,avg=106.60169492,neg_rate=0.21875,worst=-7360,base_net=53668 | 40/5/5:trades=502,net=58911,avg=117.35258964,neg_rate=0.21428571,worst=-7360,base_net=49169 | 40/10/10:trades=502,net=58911,avg=117.35258964,neg_rate=0.28571429,worst=-4399,base_net=49169 | 60/10/10:trades=457,net=54963.5,avg=120.2702407,neg_rate=0.25,worst=-4399,base_net=45372.5 | 80/10/10:trades=406,net=54983,avg=135.42610837,neg_rate=0.2,worst=-4399,base_net=32059.5"
