schema_version,candidate_id,signal_id,symbol,direction,entry_time,exit_time,exit_reason,first_target_hit,net_usd,exit_first_target_points,exit_stop_points,exit_runner_target_points,exit_runner_stop_mode,lookback_directional_move_points,session_range_points,risk_to_average_bar_range,minutes_after_rth_open,entry_trades_to_session_average_trades,average_bar_range_points,entry_bar_delta
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2710_short_0,ESU26-CME,short,2025-10-13 10:00:00.000000,2025-10-13 10:21:00.000000,runner_target_hit,true,1018,6,12,15,initial,-7,35.25,1.07142857,30,1.11416978,11.2,1125
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2715_short_1,ESU26-CME,short,2025-10-13 10:15:00.000000,2025-10-13 10:21:00.000000,runner_target_hit,true,1018,6,12,15,initial,-8,35.25,1.17073171,45,0.67211769,10.25,208
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-13_2727_long_2,ESU26-CME,long,2025-10-13 10:51:00.000000,2025-10-13 11:18:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10.25,35.25,1.34642356,81,0.70910506,8.9125,-477
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2851_short_0,ESU26-CME,short,2025-10-14 10:18:00.000000,2025-10-14 10:27:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-17.5,60,1.05639615,48,0.88315168,11.359375,952
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2856_short_1,ESU26-CME,short,2025-10-14 10:33:00.000000,2025-10-14 11:03:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-40,68.5,1.1750306,63,0.57218978,10.2125,376
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2862_short_2,ESU26-CME,short,2025-10-14 10:51:00.000000,2025-10-14 11:03:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-37.25,73,1.48606811,81,0.69530839,8.075,190
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-14_2897_short_4,ESU26-CME,short,2025-10-14 12:36:00.000000,2025-10-14 12:48:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-34,115.25,1.66666667,186,0.55836461,7.2,531
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-15_2985_short_1,ESU26-CME,short,2025-10-15 10:15:00.000000,2025-10-15 11:09:00.000000,runner_target_hit,true,1018,6,12,15,initial,-28.75,42.5,1.48148148,45,0.59856995,8.1,34
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-15_3027_long_3,ESU26-CME,long,2025-10-15 12:21:00.000000,2025-10-15 12:45:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-24,64.75,1.52380952,171,0.75080403,7.875,-67
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-15_3055_long_4,ESU26-CME,long,2025-10-15 13:45:00.000000,2025-10-15 14:21:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10.25,115.25,1.22137405,255,0.90848371,9.825,-261
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3133_short_2,ESU26-CME,short,2025-10-16 10:54:00.000000,2025-10-16 11:27:00.000000,runner_target_hit,true,1018,6,12,15,initial,-8.5,33.25,1.50943396,84,0.71162996,7.95,242
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3141_short_3,ESU26-CME,short,2025-10-16 11:18:00.000000,2025-10-16 11:24:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10,33.25,1.67247387,108,0.47443916,7.175,61
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3150_long_4,ESU26-CME,long,2025-10-16 11:45:00.000000,2025-10-16 12:18:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-29,44.25,1.46341463,135,1.44371674,8.2,-63
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3156_long_5,ESU26-CME,long,2025-10-16 12:03:00.000000,2025-10-16 12:18:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-24,51,1.37142857,153,1.05465629,8.75,-85
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3167_long_6,ESU26-CME,long,2025-10-16 12:36:00.000000,2025-10-16 12:45:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-55.5,92,1.10471807,186,1.68589346,10.8625,-168
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3174_long_7,ESU26-CME,long,2025-10-16 12:57:00.000000,2025-10-16 13:00:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-11.75,95.75,0.97067745,207,1.12330258,12.3625,-156
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3193_long_9,ESU26-CME,long,2025-10-16 13:54:00.000000,2025-10-16 14:03:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-8.5,95.75,1.18081181,264,0.75340634,10.1625,-119
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3201_long_10,ESU26-CME,long,2025-10-16 14:18:00.000000,2025-10-16 14:33:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-51.25,115,1.2749004,288,1.48218199,9.4125,-779
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3206_long_11,ESU26-CME,long,2025-10-16 14:33:00.000000,2025-10-16 14:42:00.000000,runner_target_hit,true,1018,6,12,15,initial,-48.5,118.5,1.19551681,303,1.26333001,10.0375,-74
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-16_3211_long_12,ESU26-CME,long,2025-10-16 14:48:00.000000,2025-10-16 15:15:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-17.5,118.5,1.13207547,318,0.83989667,10.6,-114
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-17_3279_long_1,ESU26-CME,long,2025-10-17 11:27:00.000000,2025-10-17 11:36:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-29.25,56,1.1497006,117,0.86289156,10.4375,-78
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-17_3295_short_2,ESU26-CME,short,2025-10-17 12:15:00.000000,2025-10-17 12:54:00.000000,runner_target_hit,true,1018,6,12,15,initial,-29.5,57,1.40762463,165,0.6033308,8.525,262
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-17_3300_short_3,ESU26-CME,short,2025-10-17 12:30:00.000000,2025-10-17 12:45:00.000000,runner_target_hit,true,1018,6,12,15,initial,-42,57,1.50470219,180,0.68712443,7.975,388
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-22_3685_long_2,ESU26-CME,long,2025-10-22 11:30:00.000000,2025-10-22 11:51:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10,47,1.63822526,120,1.21168362,7.325,-344
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-22_3711_long_5,ESU26-CME,long,2025-10-22 12:48:00.000000,2025-10-22 13:15:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-22.25,81.25,1.25,198,0.82970771,9.6,-916
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-22_3733_long_6,ESU26-CME,long,2025-10-22 13:54:00.000000,2025-10-22 14:00:00.000000,runner_target_hit,true,1018,6,12,15,initial,-39.75,88.5,1.50234742,264,0.75419323,7.9875,-655
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-22_3738_long_7,ESU26-CME,long,2025-10-22 14:09:00.000000,2025-10-22 14:15:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-19.75,88.5,1.52866242,279,0.57180279,7.85,-213
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-29_4431_long_4,ESU26-CME,long,2025-10-29 15:03:00.000000,2025-10-29 15:33:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-19.5,69.75,0.9486166,333,1.90346208,12.65,-1396
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-30_4465_short_0,ESU26-CME,short,2025-10-30 10:00:00.000000,2025-10-30 10:24:00.000000,runner_target_hit,true,1018,6,12,15,initial,-16,46,1.21827411,30,1.15685473,9.85,578
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-30_4479_short_1,ESU26-CME,short,2025-10-30 10:42:00.000000,2025-10-30 10:51:00.000000,runner_target_hit,true,1018,6,12,15,initial,-28.5,46,1.17791411,72,0.71901575,10.1875,554
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-30_4492_short_2,ESU26-CME,short,2025-10-30 11:21:00.000000,2025-10-30 11:36:00.000000,runner_target_hit,true,1018,6,12,15,initial,-16.25,46,1.57119476,111,0.44985622,7.6375,1224
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-10-31_4652_long_5,ESU26-CME,long,2025-10-31 12:36:00.000000,2025-10-31 12:39:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-9.25,46,1.72043011,186,0.76609121,6.975,-25
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-03_4746_long_1,ESU26-CME,long,2025-11-3 10:33:00.000000,2025-11-3 10:39:00.000000,runner_target_hit,true,1018,6,12,15,initial,-41.25,60,1.69911504,63,0.87823562,7.0625,-95
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-04_4873_short_0,ESU26-CME,short,2025-11-4 10:09:00.000000,2025-11-4 10:39:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-28.75,45.75,1.40224719,39,0.64600033,8.55769231,305
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-04_4879_short_1,ESU26-CME,short,2025-11-4 10:27:00.000000,2025-11-4 10:54:00.000000,runner_target_hit,true,1018,6,12,15,initial,-36.75,50.25,1.6056338,57,0.5611296,7.47368421,93
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-05_5011_short_0,ESU26-CME,short,2025-11-5 10:18:00.000000,2025-11-5 10:27:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-16.5,39.75,1.46285714,48,1.0538146,8.203125,3152
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-05_5018_short_1,ESU26-CME,short,2025-11-5 10:39:00.000000,2025-11-5 11:42:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-34.25,41.5,1.54589372,69,0.7124603,7.7625,1000
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-06_5160_long_0,ESU26-CME,long,2025-11-6 11:00:00.000000,2025-11-6 11:33:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-19,67.25,1.30434783,90,0.94408629,9.2,-143
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-06_5166_long_1,ESU26-CME,long,2025-11-6 11:18:00.000000,2025-11-6 11:33:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-34.5,69.75,1.42222222,108,0.79824452,8.4375,-281
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-06_5172_long_2,ESU26-CME,long,2025-11-6 11:36:00.000000,2025-11-6 11:54:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-18,77.25,1.2972973,126,0.8008644,9.25,-722
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-06_5185_long_3,ESU26-CME,long,2025-11-6 12:15:00.000000,2025-11-6 12:48:00.000000,runner_target_hit,true,1018,6,12,15,initial,-12.25,84.75,1.34265734,165,0.59538294,8.9375,-560
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-07_5277_long_0,ESU26-CME,long,2025-11-7 10:06:00.000000,2025-11-7 10:09:00.000000,runner_target_hit,true,1018,6,12,15,initial,-20.25,40.25,1.03971119,36,1.08727273,11.54166667,-848
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-07_5296_long_1,ESU26-CME,long,2025-11-7 11:03:00.000000,2025-11-7 11:12:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-13,48,1.26482213,93,0.65492893,9.4875,-571
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-07_5314_long_2,ESU26-CME,long,2025-11-7 11:57:00.000000,2025-11-7 12:21:00.000000,runner_target_hit,true,1018,6,12,15,initial,-13.75,66.75,1.60267112,147,0.83205287,7.4875,-156
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-07_5345_short_4,ESU26-CME,short,2025-11-7 13:30:00.000000,2025-11-7 14:24:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-15.25,68.25,1.74863388,240,0.68325601,6.8625,358
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-07_5379_short_7,ESU26-CME,short,2025-11-7 15:12:00.000000,2025-11-7 15:24:00.000000,runner_target_hit,true,1018,6,12,15,initial,-32,89.25,1.70515098,342,0.64026757,7.0375,237
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5810_long_0,ESU26-CME,long,2025-11-13 09:45:00.000000,2025-11-13 10:06:00.000000,runner_target_hit,true,1018,6,12,15,initial,-21.5,32.25,1.18226601,15,1.02617645,10.15,-496
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5816_long_1,ESU26-CME,long,2025-11-13 10:03:00.000000,2025-11-13 10:06:00.000000,runner_target_hit,true,1018,6,12,15,initial,-19,32.25,1.28467153,33,0.71116501,9.34090909,-214
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5833_long_2,ESU26-CME,long,2025-11-13 10:54:00.000000,2025-11-13 11:39:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-33.5,56,1.46788991,84,1.14951069,8.175,-786
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5841_long_3,ESU26-CME,long,2025-11-13 11:18:00.000000,2025-11-13 11:39:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-45.5,58.5,1.54340836,108,0.85437315,7.775,-342
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5853_long_4,ESU26-CME,long,2025-11-13 11:54:00.000000,2025-11-13 12:27:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10.5,67.25,1.52866242,144,0.7140411,7.85,-338
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5861_long_5,ESU26-CME,long,2025-11-13 12:18:00.000000,2025-11-13 12:57:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-4.75,67.25,1.44144144,168,0.61997589,8.325,-183
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5914_long_10,ESU26-CME,long,2025-11-13 14:57:00.000000,2025-11-13 15:21:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-9.75,104.5,1.5483871,327,0.83045505,7.75,-143
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-13_5922_long_11,ESU26-CME,long,2025-11-13 15:21:00.000000,2025-11-13 15:33:00.000000,runner_target_hit,true,1018,6,12,15,initial,-17.25,104.5,1.5,351,0.87962587,8,-48
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-14_5963_short_0,ESU26-CME,short,2025-11-14 10:39:00.000000,2025-11-14 10:45:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-41.5,79.75,1.03559871,69,0.71422861,11.5875,89
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-14_5974_short_1,ESU26-CME,short,2025-11-14 11:12:00.000000,2025-11-14 11:21:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-46,96.25,1.17936118,102,0.54230048,10.175,210
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-14_5985_short_2,ESU26-CME,short,2025-11-14 11:45:00.000000,2025-11-14 11:48:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-7.75,118.25,1.36752137,135,0.55492223,8.775,360
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-14_5997_short_3,ESU26-CME,short,2025-11-14 12:21:00.000000,2025-11-14 12:48:00.000000,runner_target_hit,true,1018,6,12,15,initial,-14.25,124.75,1.66956522,171,0.48872412,7.1875,102
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-17_6083_short_0,ESU26-CME,short,2025-11-17 09:54:00.000000,2025-11-17 10:03:00.000000,runner_target_hit,true,1018,6,12,15,initial,-29.25,48.25,1.14626866,24,0.65003123,10.46875,155
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-17_6104_long_2,ESU26-CME,long,2025-11-17 10:57:00.000000,2025-11-17 11:06:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-20.5,48.25,1.15107914,87,0.73912552,10.425,-336
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-17_6151_long_4,ESU26-CME,long,2025-11-17 13:18:00.000000,2025-11-17 13:54:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-31.5,60,1.6080402,228,0.63368618,7.4625,-501
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-17_6168_long_5,ESU26-CME,long,2025-11-17 14:09:00.000000,2025-11-17 14:24:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-23,82,1.536,279,0.93315522,7.8125,-377
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-17_6187_long_6,ESU26-CME,long,2025-11-17 15:06:00.000000,2025-11-17 15:45:00.000000,runner_target_hit,true,1018,6,12,15,initial,-34,116.25,1.42857143,336,0.97006334,8.4,-457
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-17_6192_long_7,ESU26-CME,long,2025-11-17 15:21:00.000000,2025-11-17 15:48:00.000000,runner_target_hit,true,1018,6,12,15,initial,-21.5,116.25,1.35211268,351,0.94314909,8.875,-262
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6221_long_0,ESU26-CME,long,2025-11-18 10:03:00.000000,2025-11-18 10:06:00.000000,runner_target_hit,true,1018,6,12,15,initial,-61.25,75.75,0.71351351,33,1.2805219,16.81818182,-723
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6241_long_1,ESU26-CME,long,2025-11-18 11:03:00.000000,2025-11-18 11:06:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10.5,85,0.82901554,93,0.798356,14.475,-108
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6250_short_2,ESU26-CME,short,2025-11-18 11:30:00.000000,2025-11-18 12:12:00.000000,runner_target_hit,true,1018,6,12,15,initial,-17.25,85,0.92753623,120,0.79689714,12.9375,108
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6257_short_3,ESU26-CME,short,2025-11-18 11:51:00.000000,2025-11-18 11:54:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-33,85,1.00208768,141,0.52872357,11.975,238
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6263_short_4,ESU26-CME,short,2025-11-18 12:09:00.000000,2025-11-18 12:27:00.000000,runner_target_hit,true,1018,6,12,15,initial,-16,85,1.10854503,159,0.54261306,10.825,118
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6276_short_5,ESU26-CME,short,2025-11-18 12:48:00.000000,2025-11-18 12:54:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-11.25,85,1.0738255,198,0.82531262,11.175,1915
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6285_short_6,ESU26-CME,short,2025-11-18 13:15:00.000000,2025-11-18 13:39:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-38.5,86.5,1.1497006,225,0.67543844,10.4375,54
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6291_short_7,ESU26-CME,short,2025-11-18 13:33:00.000000,2025-11-18 14:27:00.000000,runner_target_hit,true,1018,6,12,15,initial,-50,88.5,1.15942029,243,0.55352314,10.35,178
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-18_6297_short_8,ESU26-CME,short,2025-11-18 13:51:00.000000,2025-11-18 13:57:00.000000,runner_target_hit,true,1018,6,12,15,initial,-10.25,93.5,1.24675325,261,0.50981756,9.625,188
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6351_short_0,ESU26-CME,short,2025-11-19 09:48:00.000000,2025-11-19 09:51:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-30,37.25,1.12941176,18,0.90264383,10.625,3647
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6357_short_1,ESU26-CME,short,2025-11-19 10:06:00.000000,2025-11-19 10:15:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-58.25,64.25,1.24137931,36,0.84925556,9.66666667,417
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6363_short_2,ESU26-CME,short,2025-11-19 10:24:00.000000,2025-11-19 10:48:00.000000,runner_target_hit,true,1018,6,12,15,initial,-58.75,73.25,1.36062992,54,0.89755218,8.81944444,67
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6377_long_3,ESU26-CME,long,2025-11-19 11:06:00.000000,2025-11-19 11:24:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-35.25,73.25,1.66377816,96,1.13464117,7.2125,-202
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6393_long_4,ESU26-CME,long,2025-11-19 11:54:00.000000,2025-11-19 12:03:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-13.25,73.25,1.49765991,144,0.69589211,8.0125,-130
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6398_long_5,ESU26-CME,long,2025-11-19 12:09:00.000000,2025-11-19 12:33:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-12.75,73.25,1.37931034,159,0.57183559,8.7,-69
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6415_long_6,ESU26-CME,long,2025-11-19 13:00:00.000000,2025-11-19 14:21:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-5.5,87,1.20906801,210,0.56122296,9.925,-21
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6446_long_10,ESU26-CME,long,2025-11-19 14:33:00.000000,2025-11-19 14:54:00.000000,runner_target_hit,true,1018,6,12,15,initial,-21.5,87,1.38528139,303,0.57887107,8.6625,-296
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-19_6463_short_12,ESU26-CME,short,2025-11-19 15:24:00.000000,2025-11-19 15:36:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-35,87,1.50470219,354,0.93642079,7.975,60
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-20_6502_short_1,ESU26-CME,short,2025-11-20 10:36:00.000000,2025-11-20 10:51:00.000000,runner_target_hit,true,1018,6,12,15,initial,-16,31,1.30257802,66,0.72473927,9.2125,352
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-20_6511_long_2,ESU26-CME,long,2025-11-20 11:03:00.000000,2025-11-20 11:12:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-26.75,43.75,1.47239264,93,1.32549892,8.15,-2299
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-20_6518_long_3,ESU26-CME,long,2025-11-20 11:24:00.000000,2025-11-20 11:30:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-66.25,83,1.37142857,114,1.55700056,8.75,-611
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-20_6525_long_4,ESU26-CME,long,2025-11-20 11:45:00.000000,2025-11-20 11:54:00.000000,runner_initial_stop_hit,true,-332,6,12,15,initial,-103,120.75,1.03004292,135,1.63100416,11.65,-767
1,exit6_stop12_runner15_initial_risk175,vwap_delta_exhaustion_fade_2pt_10d_cl0.5_2025-11-20_6532_long_5,ESU26-CME,long,2025-11-20 12:06:00.000000,2025-11-20 12:09:00.000000,full_stop_hit,false,-1232,6,12,15,initial,-102.25,166.5,0.77544426,156,1.36895879,15.475,-185
