schema_version,robustness_id,train_date_count,holdout_date_count,window_step_date_count,selection_objective,minimum_train_trades,minimum_train_participation_rate,holdout_windows,positive_holdout_windows,negative_holdout_windows,unfiltered_holdout_trades,guarded_holdout_trades,skipped_holdout_trades,participation_rate,unfiltered_holdout_net_usd,guarded_holdout_net_usd,guard_net_improvement_usd,unfiltered_average_net_usd,guarded_average_net_usd,worst_guarded_window_dates,worst_guarded_window_net_usd,best_guarded_window_dates,best_guarded_window_net_usd,selected_guard_counts,notes
1,scaled_context_guard_robustness:train=20:holdout=5:step=5:objective=lower_bound,20,5,5,lower_bound,25,0.35,25,19,6,1111,630,481,0.56705671,33510.5,71390,37879.5,30.16246625,113.31746032,2026-01-29;2026-01-30;2026-02-02;2026-02-03;2026-02-04,-6018,2026-02-26;2026-02-27;2026-03-02;2026-03-03;2026-03-04,12932.5,lookback_fade_push_session_range_30_after_90m=10;lookback_fade_push_risk_avg_2.5=4;lookback_fade_push_session_range_30_risk_avg_2.5=4;lookback_fade_push_session_range_30=3;none=2;lookback_fade_push=2,compact theory guard walk-forward robustness summary
1,scaled_context_guard_robustness:train=40:holdout=5:step=5:objective=lower_bound,40,5,5,lower_bound,25,0.35,21,15,6,944,517,427,0.54766949,26979.5,56581,29601.5,28.57997881,109.4410058,2026-01-29;2026-01-30;2026-02-02;2026-02-03;2026-02-04,-6018,2026-02-26;2026-02-27;2026-03-02;2026-03-03;2026-03-04,12932.5,lookback_fade_push_session_range_30_after_90m=14;lookback_fade_push_session_range_30_risk_avg_2.5=5;lookback_fade_push_session_range_30=2,compact theory guard walk-forward robustness summary
1,scaled_context_guard_robustness:train=40:holdout=10:step=10:objective=lower_bound,40,10,10,lower_bound,25,0.35,10,7,3,906,516,390,0.56953642,18445.5,50738,32292.5,20.35927152,98.32945736,2026-05-08;2026-05-11;2026-05-12;2026-05-13;2026-05-14;2026-05-15;2026-05-18;2026-05-19;2026-05-20;2026-05-21,-2835,2026-02-26;2026-02-27;2026-03-02;2026-03-03;2026-03-04;2026-03-05;2026-03-06;2026-03-09;2026-03-10;2026-03-11,15036.5,lookback_fade_push_session_range_30_after_90m=7;lookback_fade_push_session_range_30_risk_avg_2.5=2;lookback_fade_push_session_range_30=1,compact theory guard walk-forward robustness summary
1,scaled_context_guard_robustness:train=60:holdout=10:step=10:objective=lower_bound,60,10,10,lower_bound,25,0.35,8,6,2,744,432,312,0.58064516,14367,40113.5,25746.5,19.31048387,92.85532407,2026-05-08;2026-05-11;2026-05-12;2026-05-13;2026-05-14;2026-05-15;2026-05-18;2026-05-19;2026-05-20;2026-05-21,-2835,2026-02-26;2026-02-27;2026-03-02;2026-03-03;2026-03-04;2026-03-05;2026-03-06;2026-03-09;2026-03-10;2026-03-11,15036.5,lookback_fade_push_session_range_30_after_90m=6;lookback_fade_push_session_range_30_risk_avg_2.5=2,compact theory guard walk-forward robustness summary
1,scaled_context_guard_robustness:train=80:holdout=10:step=10:objective=lower_bound,80,10,10,lower_bound,25,0.35,6,4,2,561,322,239,0.57397504,-4889.5,13721,18610.5,-8.71568627,42.61180124,2026-03-26;2026-03-27;2026-03-30;2026-03-31;2026-04-01;2026-04-02;2026-04-06;2026-04-07;2026-04-08;2026-04-09,-4539.5,2026-04-24;2026-04-27;2026-04-28;2026-04-29;2026-04-30;2026-05-01;2026-05-04;2026-05-05;2026-05-06;2026-05-07,8563.5,lookback_fade_push_session_range_30_after_90m=4;lookback_fade_push_session_range_30_risk_avg_2.5=2,compact theory guard walk-forward robustness summary
