schema_version,trade_date,trades,target_hits,losses,other_exits,win_rate,gross_usd,net_usd,average_net_usd,long_trades,short_trades,average_holding_bars,cumulative_net_usd,peak_to_date_net_usd,drawdown_usd,notes
1,2026-06-10,2,0,2,0,0,-350,-407,-203.5,1,1,2,-407,0,-407,daily aggregate by entry date
1,2026-06-11,1,0,1,0,0,-100,-128.5,-128.5,1,0,5,-535.5,0,-535.5,daily aggregate by entry date
1,2026-06-12,1,0,1,0,0,-100,-128.5,-128.5,1,0,11,-664,0,-664,daily aggregate by entry date
1,2026-06-15,1,0,1,0,0,-112.5,-141,-141,0,1,7,-805,0,-805,daily aggregate by entry date
1,2026-06-16,2,0,2,0,0,-350,-407,-203.5,1,1,3,-1212,0,-1212,daily aggregate by entry date
1,2026-06-17,2,1,1,0,0.5,156.25,99.25,49.625,1,1,3,-1112.75,0,-1112.75,daily aggregate by entry date
1,2026-06-18,2,1,1,0,0.5,112.5,55.5,27.75,1,1,11.5,-1057.25,0,-1057.25,daily aggregate by entry date
