date,label,market,session_status,close_time_ct,source_url,retrieved_date,notes
2026-06-19,Juneteenth,CME equity index futures,early_close,12:00,https://www.cmegroup.com/trading-hours.html,2026-06-29,Current larger Sierra sample includes this date.
